comment,Sentiment Score
"Created cast feeling, religion  feeling, created problem to hindus to Hindu s . Only BJP leaders Hindus ? Others not Hindus ?","{'neg': 0.142, 'neu': 0.472, 'pos': 0.386, 'compound': 0.3939}"
"Proud to be Indian muslim
Proud to 100 perc Kannadiga. 
Jai Karnataka Meri jaan","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7351}"
Now Congress should work hard for development of Karnataka,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.1027}"
Now Nadda is held responsible for the catastrophic loss.  BJP mostly lost where Modi campaigned. People don't trust him. And Congress won 80% seats where Raga Bharat Jodo Yatra went!,"{'neg': 0.371, 'neu': 0.55, 'pos': 0.079, 'compound': -0.8173}"
Execution wise Siddaramaiah has proved in his last governance,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}"
"Too many reasons behind the failure of BJP in Karnataka are: 

1. No eminent face other than modi ji n too much dependence on him  
2. Weak state leadership; over-smart MPs , netas thinking they will sustain only due to Modi even if they they don't do anything.","{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.7351}"
"People voted against high petrol prices ,high LPG price ,unemployment and last moment bjp leaders jumping into congress..","{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4404}"
"It is a myth that BJP came to power in Karnataka based on Hindutva model, it was never the case. They came to power only because of politics of Yeddyurappa and people were fed up with other parties at that time. Unfortunately BJP high command themselves forgot it, sidelined local leaders and tried to create ""Gujarat"" or ""UP"" model. This utterly backfired. Conversely, local Congress kept RG's role to the minimum, worked hard and won. Bharath jodo has worked mostly as Congress jodo. RG don't has much credit to take here.","{'neg': 0.095, 'neu': 0.828, 'pos': 0.076, 'compound': -0.0475}"
He seems so happy with Congress winning.,"{'neg': 0.0, 'neu': 0.22, 'pos': 0.78, 'compound': 0.7964}"
"Delhi then Punjab now Karnataka kicked BJPs ass like never to be voted ever again, hats off to Delhi the first and brave city kicked BJPs ass and made future bright with AAP party..only AAP party hope for indias bright future","{'neg': 0.146, 'neu': 0.438, 'pos': 0.417, 'compound': 0.9001}"
I'm from Karnataka....aur vo acting na khauga na khane duga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Karnataka peoples are eager to look into Bengaluru story like kasmie files and Kerala story.
Karnataka people's  want to keep credibility of EVM.
Karnataka peoples want to  dissolve JDS .
And finaly they want  free livelihood.","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.875}"
Simple - People want FREEBIES than DEVELOPMENT!,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.5255}"
"Love Karnataka....We have to vote to our leaders on the base of their duty,work,Service....But this leader become religious,history leader..Only preach..Or do nothing..Hats off South India..We have to rise like Singapore,Japan,China,Sweden,Norway,Finland..As GDP per capita..","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.7717}"
"Main reason why BJP lost was overconfidence and weak leaders.
They didn't campaign a lot.
Whereas all went crazy for the free stuff","{'neg': 0.347, 'neu': 0.502, 'pos': 0.151, 'compound': -0.5106}"
No hindi forcing in the south we are identified by our different languages n proud of our culture,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}"
Title should be why Karnataka rejected BJP,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5106}"
"PEOPLE OF KARNATAKA have clearly rejected slogans like Bajrangbali ki jai, Vande Mataram, etc. Very nice to see 

BJP OUT OF POWER FROM SOUTH INDIA. Real Issues were High Price of LPG Gas Cyl./Petrol/Diesel, BBC DOCUM

ENTARIES, Bharat Jodo Yatra, Joblessness. BJP deserves this defeat for its arrogance.","{'neg': 0.203, 'neu': 0.629, 'pos': 0.168, 'compound': -0.4019}"
Can you please share where it was said that 15L would be given in the back account. Don’t just bluff. Talk also about how free free options is going to make people lazy and is this a good idea just to win elections,"{'neg': 0.071, 'neu': 0.425, 'pos': 0.504, 'compound': 0.936}"
"1.Karnataka one of the big industrialised state and Bangalore had many PSUs generating plenty of employment
2.Karnataka was set to become leading educational institutions.
3.Leading scientific research institutions in Bangalore. CPRI, GTRE, Artificial intelligence, CDot, Cdac, NAL, ISRO......
4.Concept of making Silicon valley of India by visionaries and Bangalore achieved it. Rs.10,000 computers and teaching centers, foreign electronics giants made Bangalore a International IT center.","{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.4767}"
Background book arrangement is ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Rahul Gandhi said during his campaign in Karnataka “jitni aabadi utna Haq” but non of the secular media platforms conducted a debate for such slogans but if the same slogan was given by a bjp member in north India like in UP these pro left liberals/secular media platforms would have been shouting against such slogans and making the masses aware how these slogans can ruin the situation of minorities in the country but if it is said by Rahul then it’s alright and you people call yourself unbiased media,"{'neg': 0.095, 'neu': 0.817, 'pos': 0.088, 'compound': -0.1027}"
"4:01, Congress'5 guarantees is not for the development instead its selling the state, free schemes are never a option for development its like a lolipop,sweet till you have it once finished gives you diabities.","{'neg': 0.086, 'neu': 0.655, 'pos': 0.258, 'compound': 0.6358}"
It's funny to see how people are linking this victory to literacy rate ,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
The Strategic Man DK Shivkumar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"As a citizen, and dravidian  i am happy to see this result in Karnataka","{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}"
"200 units free, 3000/- for unemployment, free bus travel for women, 2000/- for women head of family are the main reason for Congress win.","{'neg': 0.11, 'neu': 0.494, 'pos': 0.395, 'compound': 0.8176}"
In bangalore there was no Modi magic. The 16 seats won by BJP are almost traditional BJP bastian. Congress won 12 seats which are also traditional Congress bastian. The only difference is that the congress lost 1seat of jayanagar constituency to BJP by just 16 votes.,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.3182}"
Akash why don't you do a research over Manipur Crises ?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Now CONgres need to deliver what they actually promised, hopefully Karnataka would become New york","{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.6369}"
"Just for fun 
Bjp as  opposition party jeete gi toh dukh hota
agar opposition party jyada votes se   jeetegi toh bahot jyada dukh hota hai ","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8271}"
"Feeling so happy for Congress
I hope the Congress party will fulfill their promises ","{'neg': 0.0, 'neu': 0.109, 'pos': 0.891, 'compound': 0.936}"
Modi did lot of mistakes. And people reflected the truth of it. Well-done Congress.,"{'neg': 0.231, 'neu': 0.556, 'pos': 0.213, 'compound': -0.0516}"
Modi drove Rahul out of his house and people of Karnataka provide the state to him.  Bjp took his MP seat and the people of India will give PM post. People power,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
History repeats itself ….. jo jo bhi deccan par rule karna chahta h uska samrajya khtm hone lgta h and this was the 1st phase for bjp next coming soon !,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"As a tamilan i know karnataka congress government always against tamilnadu in kaviri issue 
But for me...anti tamil government is better than religious bjp ...love from tamilnadu","{'neg': 0.091, 'neu': 0.63, 'pos': 0.28, 'compound': 0.7003}"
Karnataka ke log fir se 2014 ke pehle wala hindustan chahte hai jisme apne aap ko hindu/indian bolne me inferior feel hota tha,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.4019}"
Once BJP had only two MPs after that they started poaching on dissidents from other parties namely Congress and came to power in some states and centre but thay will face the worst dissent issues with time tasting their own medicine.,"{'neg': 0.159, 'neu': 0.736, 'pos': 0.105, 'compound': -0.34}"
"Hope Congress now delivers to the people and doesn't repeat the mistakes of the BJP
Hopefully this is the beginning of the end of Modi and the BJP","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.7724}"
"Renamed :

Bombay Karnataka > Kittooru Karnataka","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Am from karnataka, Hubli voted BJP  and we won","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Karnataka people are educated they know what development BJP has done ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Obv they are foolish people to reject Modi Ji. They will pay for their decision,"{'neg': 0.554, 'neu': 0.446, 'pos': 0.0, 'compound': -0.6369}"
"Gajab analysis, Gajab flow & speech, intonation, interpretation & the ' tongue in cheeks'. Splendid indeed","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}"
"What a terrible choice by people of Karnataka. In spite of Congress supporting and appeasing openly only one religion, tukde tukde gang and making no progress for the country, somehow it is the choice. No wonder we were divided and ruled by Mughals and Britishers for 100s of years. We simply can't stand united for once.","{'neg': 0.213, 'neu': 0.602, 'pos': 0.185, 'compound': -0.2805}"
"ENTIRE CONGRESS CAMPAIGN SHOULD NOW WORK VERY VERY HARD IN THE NEXT 1 YEAR TO DISLODGE BJP IN 2024 FROM POWER, BECAUSE IF BJP COMES BACK TO POWER IN 2024, NOBODY CAN DISLODGE THEM FOR NEXT 10 YEARS. PRIYANKA GANDHI SHOULD STEP UP THE CAMPAIGN AND SHE SHOULD TAKE HER POLITICS NOW VERY SERIOUSLY. POLITICS HERE AND THERE IS NOT GOING TO FETCH VOTES","{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.2732}"
Sabhi parties ko ye free ki bheekh  band karke employment par kaam karna chahiye taaki khud kama sake log,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.7184}"
"As far as 2024 is concerned, Karnataka will give at least 25 MPs to BJP. Other states can't say","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"One community were paid money, in broadday light...so many whats app videos, one guy went on using voting machine in the name of others...what u expect","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Great analysis Akash. One more point helped Congress.  Clear, emphatic stand on trouble makers like Bajrang Dal, a destructive Hindutva outfit.","{'neg': 0.232, 'neu': 0.45, 'pos': 0.318, 'compound': 0.3612}"
"Karnataka isn't rejected Modiji, it missing a local strong head and wat ever the garanties mentioned it isn't available for any one its meaningless","{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.8517}"
"Congrates kannadigas, Enjoy free electricity, bus pass, free money every month. good job.","{'neg': 0.0, 'neu': 0.415, 'pos': 0.585, 'compound': 0.9136}"
Its not Hyderabad Karnataka or Bombay Karnataka. Why would  you want to associate a state's region with the capital of another state. It's a no brainer to atleast respect a state's territory by addressing it properly.,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5267}"
"Karnataka has not rejected modi. It has rejected BJP at state level only.
Karnataka still supports modi/BJP at national level.","{'neg': 0.346, 'neu': 0.524, 'pos': 0.131, 'compound': -0.6249}"
"I have voted Modi twice and will do again for lok sabha becauae Congress has nothing but disappointing for the last 70 years, but I voted against Modi this rajya sabha election because of their incompetency here in karnataka absolute corruption.","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3875}"
Was eagerly waiting for this very well explained  sir,"{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.5719}"
"Karnataka did not reject modi. Karnataka rejected local BJP politicians who failed to do development.
Congress is not that great party but people needed change and some fools even voted for free things which will definitely drive us into debts","{'neg': 0.296, 'neu': 0.402, 'pos': 0.303, 'compound': 0.0772}"
"Karnataka people's verdict is against Price hike Petrol, LPG, electricity bill, 40% corruption, Unemployment, GST, failure of health care system, atrocities on women, fee hike, Implementation of NEP, Hindhi imposition, privitasation of Airports etc burning problems and emotional factors. Therefore in all regions BJP has lost.","{'neg': 0.235, 'neu': 0.63, 'pos': 0.134, 'compound': -0.7003}"
Giving freebies to people is not a 'kaarnama'.,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.6369}"
Education  is matter proud to be Kannadigas,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.4939}"
Dude it is not Modi….The locals…BJP could not find the better,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
"Kudos Akash bhaiya 
Every video is a masterpiece ️ 
Keep up the good work ","{'neg': 0.0, 'neu': 0.368, 'pos': 0.632, 'compound': 0.8834}"
Sirf ek baat ka dukh hai ki Rahul ji kuch saal pehle hi aise prayaas krte to desh ka satyanash na hota,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"As far as I can remember you critisised the beneficiary luring policy of BJP and me personally too is against creating beneficiaries using hard earned money of taxpayers like me. I would like to know what's your view now as Rahul Gandhi has announced a series of beneficiary schemes as soon as Congress came to power in Karnataka. No party in India is concentrating on developing the country by working on issues like unemployment, skill development rather they are just trying to buy votes.","{'neg': 0.069, 'neu': 0.59, 'pos': 0.341, 'compound': 0.9442}"
"I have seen many of the commenters saying that kannadigas are educated, so they chose congress over BJP . Yes you are all correct. We know what's right and what's wrong. There is no strong leader in Karnataka BJP party. There were several issues like hijab, 40% commission etc in the last few years, which made huge impact on BJP government. So kannadigas decided to send them back. And Percentage of voters of BJP is same as last election, but percentage of voters of JDS has decreased, so many votes have shifted from JDS to Congress, so Congress got more Percentage of votes compared to last election. ","{'neg': 0.044, 'neu': 0.765, 'pos': 0.191, 'compound': 0.8555}"
"Thanks god Congress won , because we want strong opposition to save our democracy and Congress is big party on national level","{'neg': 0.0, 'neu': 0.311, 'pos': 0.689, 'compound': 0.926}"
Jorur Episode End Tak Dekh Lia... Ahh!!!... Kea Mazzza Agia... Akash Banerjee... Jeee...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Jai bhim Jai sambhidhan 
Sc st OBC minority shikh ekta zindabaad","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Main reason is BJP removed mass leader BS yediyurappa from CM post and select weakest person bommayi and another dummy candidate Nalini kateel against strong leaders Siddaramaiah and DK shiva Kumar, congress used this opportunity as very well.","{'neg': 0.09, 'neu': 0.685, 'pos': 0.225, 'compound': 0.5994}"
"After a long time, I hope the CONGRESS had a Sound Sleep, especially  D K SHIVKUMAR.Thanks to people.","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
Save Karnataka save India from Congress,"{'neg': 0.0, 'neu': 0.319, 'pos': 0.681, 'compound': 0.7506}"
"Why is BJP strong in urban areas?
Its a clear indicator that education has nothing to do with that.","{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7096}"
"Karnatak didn't reject modi. They rejected their state govt leaders, local bjp leaders. U can't say like that people of karnatak rejected modi becoz this election waz not conducted for loksabha.","{'neg': 0.071, 'neu': 0.672, 'pos': 0.257, 'compound': 0.6759}"
"I blame SRK for this debacle.. he was the one who  started all this with ""POSTIVE LOG BHI ZINDA HAI""","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}"
Years ago in Akash's book I read a chapter called The Masturbating media. Seeing the recent TV coverage of Karnataka post-poll reminded me of it: How TV media wants to drive a story without a head or a tail.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Be kind to poor and to all sections of the people !  BJP Modi worked for rich people ! that is the defeat !
God says
I will repay those who are kind to the poor.
Proverbs 19:17","{'neg': 0.282, 'neu': 0.307, 'pos': 0.411, 'compound': 0.6341}"
South India always remain with congress. even after horrifying emergency rule.,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.743}"
So much analysis is not required because the history of the State shows that incumbent government is thrown out as evidenced in last 38 years. Lesson for Congress is to put up a united front else they may end up no.2 in states like Rajasthan,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.6486}"
minorities have united to remove bjp... most of the area were covered and voters turned up... dangerous situation..,"{'neg': 0.183, 'neu': 0.651, 'pos': 0.166, 'compound': -0.0772}"
I really enjoyed  bhakt banerjee show today. That is master piece .,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.5563}"
"BjP must come forward based on individual  development,  should not come forward by keeping religion as a agenda , BJP must come forward to enhance INDIVIDUAL PEOPLE OF INDIA .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"If u see the stats, in Bangalore and coastal regions, which is more prosperous, educated and developed, people have voted for BJP. The whole analogy of south indian educated class rejecting BJP is myth. They were with BJP and will remain so and vote share proves it. Where as,  the regions congress won like central and north karnataka, which are comparatively  under-developed, with higher poverty,  voted for freebies promises offered.","{'neg': 0.122, 'neu': 0.621, 'pos': 0.256, 'compound': 0.7096}"
Mr.Desh bhakt .. Is it right to win elections by giving sops rather than development in gdp.,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7351}"
"Lets  accept one hard truth. None of the parties fought election on development.
BJP fought elections on Hindutva
Whereas 
Congress fought elections on freebies ","{'neg': 0.13, 'neu': 0.389, 'pos': 0.481, 'compound': 0.8372}"
"Very good analysis,but just like the title of the video and last statement in the video, subtle bias against BJP and Modi is also visible. Analysis had better be impartial.","{'neg': 0.062, 'neu': 0.573, 'pos': 0.366, 'compound': 0.7845}"
Am belonging from North india but i love South Indian  because they people r well educated,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.743}"
Our karnataka people not rejected modi they welcomed government that provide everything free ,"{'neg': 0.22, 'neu': 0.4, 'pos': 0.38, 'compound': 0.34}"
Communalism and hate speech never last and can't destroyed the unity of the Indians. A big lesson to Modi and his Big Master.,"{'neg': 0.191, 'neu': 0.673, 'pos': 0.136, 'compound': -0.2668}"
Congress ne itana sal se khudaki gareeb dur ki desh ki NAHi ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Exelente performance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
कूछ पाने के लिये कुछ खोना पडता है ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
I'm from Manipur...if Congress were the ruling party....this crisis would not have happened ,"{'neg': 0.277, 'neu': 0.541, 'pos': 0.182, 'compound': -0.34}"
Love ur expression,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}"
BJP BL santhosh removed Jagdhish shettar who is lingayat caste. Lingayat are majorly responsible for more than 90 seats. BL santhosh who is Brahmin wanted Joshi a Brahmin to make way for him to become CM. There is no currently senior to become   CM other than Joshi.,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8479}"
"The bjb movie name: the kerala story flop 
The Congress movie name:the Karnataka story success ","{'neg': 0.149, 'neu': 0.621, 'pos': 0.23, 'compound': 0.3182}"
Karnataka people very intelligent and smart that's why win Congress,"{'neg': 0.0, 'neu': 0.296, 'pos': 0.704, 'compound': 0.8591}"
This is not a winning of Congress  people just choose these unqualified party because they have no choice.... I must say this country needs democracy but not all a party like Congress because this party is simply become anti-national to overcome a modi wave..... I know BJP have a lot of flaws but Congress is not enough for opposition....,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.9186}"
Deshbhakt...recent subscriber...i watch all your video....thank you...true journalism ,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.6486}"
Educated and well being region voted for Chaddi ... And poor region voted for Congress... Clearly shows priorities of full and empty belly....,"{'neg': 0.207, 'neu': 0.591, 'pos': 0.203, 'compound': -0.0258}"
"Karnataka People Expected More From Congress, Atleast 50 Percent Promises should Fullfill Jenuine by Congress.","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
congress wins literally people in their rally : pakistan zindabad,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}"
Hate not your foe ultimately you may singe yourself in it.,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.765}"
"Bhai, WEST BENGAL mey   ""36,000 government job posts""  ka scam pr ek video bano, ab tk ka sbse bda scam hai ... Mamta banergi secular and educated C.M. hai tho wo essa scam kesse kr sktti hai??  bhai ek video banao jaldi","{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.9092}"
It's weird how you omitted Mr. Kharge from thumbnail of both the videos. It was his home state can't ignore that he played a role in the success.,"{'neg': 0.182, 'neu': 0.535, 'pos': 0.283, 'compound': 0.4721}"
"Lingayat's believe they are of different religion NOT Hindu. Lingayat's religion evolved in opposition to excesses practiced by brahmin's. The BJP now became too much for Lingayat's. Loss of Lingayat's is loss permanent for BJP. Telugu's are a big minority in Karnataka. Telugu's this time didn't vote bjp, they understand very much what BJP doing in AP, Telangana. BJP should forget these states too!","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.6996}"
Kerma always shows its result.. Public ko sab pata hai..,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
And when they won they are saying we didn't say the 5 schemes in that way and bull shit they just fooled people of Karnataka,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.7351}"
Today i m finally happy that the greatest comedian rahul gandhi won something in his life,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.8885}"
Jai congress jai secularism ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Karnataka people are truly educated 🇮🇳🇮🇳🇮🇳🇮🇳,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
"The reason for loosing 
Mindset of Karnataka people 
BJP. (upper caste party)
CONGRESS (Obc,sc/st)","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
"Deshbhakt is very happy as intelligent Pappu won the election ..FYI since 1985 Karnataka never repeated the govt. Also this was much needed because now BJP can project Tejasvi as leader of oppoation.
South will be saffron and young leaders will overtake","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.8176}"
"Can you prove that 15 Lakhs was promised in the manifesto of BJP?

As far as 15 lakhs is concerned, it was referred to inform the people about how much amount of black money is stashed away from the country since independence!!","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4738}"
KARNATAKA DIDNOT REJECT MODI... ITS OKKALIGA COMMUNITY SHIFTED JDS VOTES TO CONGRESS BECAUSE OF DKS. BJP MAINTAINED ITS VOTE SHARE DESPITE OF CONGRESS LANDSLIDE VICTORY. MP ELECTION DEFINETLY WILL GO ON FAVOUR OF MODIJI. ONE HAS TO TO ADMIT THAT BJP'S  GOVERENCE IS BELOW AVERAGE UNDER BOMMAI AND KATEEL LEADERSHIP.,"{'neg': 0.067, 'neu': 0.764, 'pos': 0.17, 'compound': 0.4939}"
"Btw with promise like Free electricity, free transport for women , free money for graduates etc .
People would have voted for imran Khan in India","{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.9287}"
"One of the greatest reason for massive victory of Cong. is they fought Karnataka battle on their own narratives, i.e Corruption, Inflation, Unemployment,raising the issues of Poor & Dalits, and was very much cautious inspite of provocation of much used TOOL of Politics of Religion, a most favourite weapon of the ""Great Duo"". Consequently, this brings fortune for Cong.","{'neg': 0.28, 'neu': 0.56, 'pos': 0.16, 'compound': -0.4939}"
"Siddaramaiah had to be CM of Karnataka
for Congress future in Karnataka
Most of votes came because of siddaramaiah face","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
KARNATAKA VOTED CONGRESS BECAUSE OF FREEBIES.. NOW CONGRESS WILL HAVE TO FULLFILL THE PROMISES OTHERWISE PEOPLE WILL TEAR CONGRESS APART..,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.6597}"
"People of which state migrate more to other states and to which states...
And why ?
Its people from UP bihar Assam ...they vote for religion and finally due to no development,they head to other developed and developing states for their livelihood...","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2023}"
BJP is gradually becoming a two men party. The President of the BJP has to perform. He has to learn to lead from the front. Mr. Nadda has to get out of the comfort zone and perform.,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.6369}"
Thay won because of FREEBIES now they saying conditions applied people are now got realised ,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}"
proof - When Logic and knowledge is above religion .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Fakir chacha ka jola utha kar nikal ne ka time aagya ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
The BJP team of Karnataka ensured that they will not be voted back to power. There deeds were as such . The BJP should bring some good loyal people instead of poaching thugs from other parties.,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.8271}"
Hate politics and fear mongering will not work in South India. Parties must address welfare and development to gain roots here.,"{'neg': 0.366, 'neu': 0.378, 'pos': 0.256, 'compound': -0.3818}"
"Neglecting people and trying to fool them is not acceptable. Democracy is important not religion. Every one has their own beliefs and religion. People requires freedom, equality, employment, price control and love and respect. Hate is mental disorder. Love is God. Let us love one another to build strong NATION.","{'neg': 0.192, 'neu': 0.337, 'pos': 0.471, 'compound': 0.9545}"
"Literacy rate is much less in North India, more over, it is infested with casteism.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
At least koi state too religion ke naam pe vote nahi ki,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
People vote differently in state and national elections. That’s good for democracy!  They will vote BJP in 2024.,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4926}"
DK shivkumar should be the CM of INC,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Can any one explain how did bjp became richest political party in the world,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.7269}"
Siddaramiah is a tall figure in karnataka   even modi shah publicity will not workout in front of siddaramiah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
We need congress in Karnataka and bjp for India,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Heard the whole analysis but here is what I feel
First of all Bharat Jodo Yatra did make a difference I feel it not only did show Rahul as a mature politician but also bought the prestige of Congress
Second is BJP not having a giant local leader unpike UP Gujarat which  made voting INC as the only alternative for the people","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.4215}"
Giving freebies. Congress wants to turn India into a completely socialist Country. If that happens we will never be able to compete with US/China or any other economically strong country. Its important we stay as capitalistic for the next decade as possible. I completely reject Congress's position on how to run the country.,"{'neg': 0.078, 'neu': 0.653, 'pos': 0.269, 'compound': 0.7436}"
"Congress Pawan Khera refutes Muslim claims.. 
Congress says it has not promised deputy CM post to Muslims. Post election victory Congress not only refutes Muslim claims Safi Sadi who is asking for deputy CM post for Muslims is backed by BJP. Within 48 hours of election victory Congress slaps on the face of Muslims.. Hahah","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.3818}"
"BJP runs a franchisee model in the south. They keep the same brand name, but lease it to a faction of crooked politicians who can pay them the ""bjp"" brand leasing charges. Karnataka BJP or anything else in the south never is or will be the BJP running in the centre.","{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3612}"
